Score_Category,Sentiment,Local_Category,Topic_Category,Domain,Global_Classification,Global_Democrat_Count,Global_Republican_Count,Global_Total_Count,Combination_Classification,Combination_Democrat_Count,Combination_Republican_Count,Combination_Total_Count,Score
high,Positive,all,Mixed,www.sctimes.com,Republican,9,53,62,Republican,5,29,34,100
high,Positive,all,Non Politics,www.sctimes.com,Republican,9,53,62,Republican,2,12,14,100
high,Positive,local,Mixed,www.sctimes.com,Republican,9,53,62,Republican,4,20,24,100
high,Positive,local,Politics,www.sctimes.com,Republican,9,53,62,Republican,1,4,5,100
high,Positive,local,Non Politics,www.sctimes.com,Republican,9,53,62,Republican,2,10,12,100
high,Positive,non_local,Politics,www.sctimes.com,Republican,9,53,62,Republican,1,2,3,100
high,Positive,non_local,Mixed,www.sctimes.com,Republican,9,53,62,Republican,1,9,10,100
high,Positive,non_local,Non Politics,www.sctimes.com,Republican,9,53,62,Republican,0,2,2,100
high,Negative,all,Politics,www.sctimes.com,Republican,9,53,62,Republican,0,1,1,100
high,Negative,all,Mixed,www.sctimes.com,Republican,9,53,62,Republican,0,5,5,100
high,Negative,local,Mixed,www.sctimes.com,Republican,9,53,62,Republican,0,4,4,100
high,Negative,non_local,Politics,www.sctimes.com,Republican,9,53,62,Republican,0,1,1,100
high,Negative,non_local,Mixed,www.sctimes.com,Republican,9,53,62,Republican,0,1,1,100
high,Positive,all,Mixed,www.scsun-news.com,Democrat,2,0,2,Democrat,2,0,2,100
high,Positive,local,Mixed,www.scsun-news.com,Democrat,2,0,2,Democrat,1,0,1,100
high,Positive,non_local,Mixed,www.scsun-news.com,Democrat,2,0,2,Democrat,1,0,1,100
high,Positive,all,Politics,www.scotusblog.com,Both,2,3,5,Democrat,1,0,1,92.5
high,Positive,all,Mixed,www.scotusblog.com,Both,2,3,5,Democrat,1,0,1,92.5
high,Positive,all,Non Politics,www.scotusblog.com,Both,2,3,5,Republican,0,1,1,92.5
high,Positive,non_local,Politics,www.scotusblog.com,Both,2,3,5,Democrat,1,0,1,92.5
high,Positive,non_local,Mixed,www.scotusblog.com,Both,2,3,5,Democrat,1,0,1,92.5
high,Positive,non_local,Non Politics,www.scotusblog.com,Both,2,3,5,Republican,0,1,1,92.5
high,Negative,all,Mixed,www.scotusblog.com,Both,2,3,5,Republican,0,2,2,92.5
high,Negative,local,Mixed,www.scotusblog.com,Both,2,3,5,Republican,0,1,1,92.5
high,Negative,non_local,Mixed,www.scotusblog.com,Both,2,3,5,Republican,0,1,1,92.5
high,Positive,all,Politics,www.scnow.com,Republican,0,3,3,Republican,0,1,1,80
high,Positive,all,Mixed,www.scnow.com,Republican,0,3,3,Republican,0,2,2,80
high,Positive,local,Mixed,www.scnow.com,Republican,0,3,3,Republican,0,2,2,80
high,Positive,local,Politics,www.scnow.com,Republican,0,3,3,Republican,0,1,1,80
high,Positive,all,Politics,www.scientificamerican.com,Democrat,42,8,50,Democrat,7,0,7,100
high,Positive,all,Mixed,www.scientificamerican.com,Democrat,42,8,50,Democrat,19,3,22,100
high,Positive,all,Non Politics,www.scientificamerican.com,Democrat,42,8,50,Democrat,4,1,5,100
high,Positive,local,Mixed,www.scientificamerican.com,Democrat,42,8,50,Democrat,5,0,5,100
high,Positive,local,Politics,www.scientificamerican.com,Democrat,42,8,50,Democrat,1,0,1,100
high,Positive,non_local,Politics,www.scientificamerican.com,Democrat,42,8,50,Democrat,6,0,6,100
high,Positive,non_local,Mixed,www.scientificamerican.com,Democrat,42,8,50,Democrat,14,3,17,100
high,Positive,non_local,Non Politics,www.scientificamerican.com,Democrat,42,8,50,Democrat,4,1,5,100
high,Negative,all,Politics,www.scientificamerican.com,Democrat,42,8,50,Both,1,1,2,100
high,Negative,all,Mixed,www.scientificamerican.com,Democrat,42,8,50,Democrat,11,1,12,100
high,Negative,all,Non Politics,www.scientificamerican.com,Democrat,42,8,50,Republican,0,2,2,100
high,Negative,local,Mixed,www.scientificamerican.com,Democrat,42,8,50,Democrat,5,0,5,100
high,Negative,local,Politics,www.scientificamerican.com,Democrat,42,8,50,Republican,0,1,1,100
high,Negative,non_local,Politics,www.scientificamerican.com,Democrat,42,8,50,Democrat,1,0,1,100
high,Negative,non_local,Mixed,www.scientificamerican.com,Democrat,42,8,50,Democrat,6,1,7,100
high,Negative,non_local,Non Politics,www.scientificamerican.com,Democrat,42,8,50,Republican,0,2,2,100
high,Positive,all,Mixed,www.sciencedaily.com,Democrat,4,1,5,Republican,0,1,1,82.5
high,Positive,all,Non Politics,www.sciencedaily.com,Democrat,4,1,5,Democrat,1,0,1,82.5
high,Positive,local,Non Politics,www.sciencedaily.com,Democrat,4,1,5,Democrat,1,0,1,82.5
high,Positive,non_local,Mixed,www.sciencedaily.com,Democrat,4,1,5,Republican,0,1,1,82.5
high,Negative,all,Mixed,www.sciencedaily.com,Democrat,4,1,5,Democrat,3,0,3,82.5
high,Negative,local,Mixed,www.sciencedaily.com,Democrat,4,1,5,Democrat,1,0,1,82.5
high,Negative,non_local,Mixed,www.sciencedaily.com,Democrat,4,1,5,Democrat,2,0,2,82.5
high,Negative,all,Non Politics,www.sciencealert.com,Democrat,1,0,1,Democrat,1,0,1,100
high,Negative,non_local,Non Politics,www.sciencealert.com,Democrat,1,0,1,Democrat,1,0,1,100
low,Positive,all,Non Politics,www.scarymommy.com,Democrat,3,0,3,Democrat,1,0,1,67.5
low,Positive,all,Mixed,www.scarymommy.com,Democrat,3,0,3,Democrat,2,0,2,67.5
low,Positive,local,Non Politics,www.scarymommy.com,Democrat,3,0,3,Democrat,1,0,1,67.5
low,Positive,local,Mixed,www.scarymommy.com,Democrat,3,0,3,Democrat,2,0,2,67.5
high,Positive,all,Politics,www.sbsun.com,Democrat,65,13,78,Democrat,16,2,18,92.5
high,Positive,all,Mixed,www.sbsun.com,Democrat,65,13,78,Democrat,29,7,36,92.5
high,Positive,all,Non Politics,www.sbsun.com,Democrat,65,13,78,Democrat,10,0,10,92.5
high,Positive,local,Mixed,www.sbsun.com,Democrat,65,13,78,Democrat,21,5,26,92.5
high,Positive,local,Politics,www.sbsun.com,Democrat,65,13,78,Democrat,13,2,15,92.5
high,Positive,local,Non Politics,www.sbsun.com,Democrat,65,13,78,Democrat,7,0,7,92.5
high,Positive,non_local,Politics,www.sbsun.com,Democrat,65,13,78,Democrat,3,0,3,92.5
high,Positive,non_local,Mixed,www.sbsun.com,Democrat,65,13,78,Democrat,8,2,10,92.5
high,Positive,non_local,Non Politics,www.sbsun.com,Democrat,65,13,78,Democrat,3,0,3,92.5
high,Negative,all,Politics,www.sbsun.com,Democrat,65,13,78,Democrat,5,1,6,92.5
high,Negative,all,Mixed,www.sbsun.com,Democrat,65,13,78,Democrat,2,1,3,92.5
high,Negative,all,Non Politics,www.sbsun.com,Democrat,65,13,78,Both,3,2,5,92.5
high,Negative,local,Mixed,www.sbsun.com,Democrat,65,13,78,Both,1,1,2,92.5
high,Negative,local,Non Politics,www.sbsun.com,Democrat,65,13,78,Democrat,2,1,3,92.5
high,Negative,local,Politics,www.sbsun.com,Democrat,65,13,78,Democrat,4,1,5,92.5
high,Negative,non_local,Politics,www.sbsun.com,Democrat,65,13,78,Democrat,1,0,1,92.5
high,Negative,non_local,Mixed,www.sbsun.com,Democrat,65,13,78,Democrat,1,0,1,92.5
high,Negative,non_local,Non Politics,www.sbsun.com,Democrat,65,13,78,Both,1,1,2,92.5
high,Positive,all,Mixed,www.sbnation.com,Both,3,2,5,Both,3,2,5,100
high,Positive,local,Mixed,www.sbnation.com,Both,3,2,5,Democrat,1,0,1,100
high,Positive,non_local,Mixed,www.sbnation.com,Both,3,2,5,Both,2,2,4,100
high,Positive,all,Politics,www.saultstar.com,Democrat,1,0,1,Democrat,1,0,1,82.5
high,Positive,local,Politics,www.saultstar.com,Democrat,1,0,1,Democrat,1,0,1,82.5
high,Positive,all,Politics,www.saratogian.com,Republican,1,7,8,Both,1,1,2,92.5
high,Positive,all,Mixed,www.saratogian.com,Republican,1,7,8,Republican,0,3,3,92.5
high,Positive,all,Non Politics,www.saratogian.com,Republican,1,7,8,Republican,0,2,2,92.5
high,Positive,local,Mixed,www.saratogian.com,Republican,1,7,8,Republican,0,1,1,92.5
high,Positive,local,Politics,www.saratogian.com,Republican,1,7,8,Republican,0,1,1,92.5
high,Positive,local,Non Politics,www.saratogian.com,Republican,1,7,8,Republican,0,2,2,92.5
high,Positive,non_local,Politics,www.saratogian.com,Republican,1,7,8,Democrat,1,0,1,92.5
high,Positive,non_local,Mixed,www.saratogian.com,Republican,1,7,8,Republican,0,2,2,92.5
high,Negative,all,Mixed,www.saratogian.com,Republican,1,7,8,Republican,0,1,1,92.5
high,Negative,non_local,Mixed,www.saratogian.com,Republican,1,7,8,Republican,0,1,1,92.5
high,Positive,all,Politics,www.santafenewmexican.com,Democrat,1,0,1,Democrat,1,0,1,100
high,Positive,local,Politics,www.santafenewmexican.com,Democrat,1,0,1,Democrat,1,0,1,100
high,Positive,all,Politics,www.santacruzsentinel.com,Democrat,45,0,45,Democrat,8,0,8,92.5
high,Positive,all,Mixed,www.santacruzsentinel.com,Democrat,45,0,45,Democrat,19,0,19,92.5
high,Positive,all,Non Politics,www.santacruzsentinel.com,Democrat,45,0,45,Democrat,13,0,13,92.5
high,Positive,local,Mixed,www.santacruzsentinel.com,Democrat,45,0,45,Democrat,17,0,17,92.5
high,Positive,local,Politics,www.santacruzsentinel.com,Democrat,45,0,45,Democrat,7,0,7,92.5
high,Positive,local,Non Politics,www.santacruzsentinel.com,Democrat,45,0,45,Democrat,11,0,11,92.5
high,Positive,non_local,Politics,www.santacruzsentinel.com,Democrat,45,0,45,Democrat,1,0,1,92.5
high,Positive,non_local,Mixed,www.santacruzsentinel.com,Democrat,45,0,45,Democrat,2,0,2,92.5
high,Positive,non_local,Non Politics,www.santacruzsentinel.com,Democrat,45,0,45,Democrat,2,0,2,92.5
high,Negative,all,Politics,www.santacruzsentinel.com,Democrat,45,0,45,Democrat,1,0,1,92.5
high,Negative,all,Mixed,www.santacruzsentinel.com,Democrat,45,0,45,Democrat,3,0,3,92.5
high,Negative,all,Non Politics,www.santacruzsentinel.com,Democrat,45,0,45,Democrat,1,0,1,92.5
high,Negative,local,Mixed,www.santacruzsentinel.com,Democrat,45,0,45,Democrat,2,0,2,92.5
high,Negative,local,Non Politics,www.santacruzsentinel.com,Democrat,45,0,45,Democrat,1,0,1,92.5
high,Negative,non_local,Politics,www.santacruzsentinel.com,Democrat,45,0,45,Democrat,1,0,1,92.5
high,Negative,non_local,Mixed,www.santacruzsentinel.com,Democrat,45,0,45,Democrat,1,0,1,92.5
high,Positive,all,Politics,www.sanjuanjournal.com,Democrat,3,0,3,Democrat,1,0,1,87.5
high,Positive,all,Mixed,www.sanjuanjournal.com,Democrat,3,0,3,Democrat,2,0,2,87.5
high,Positive,local,Mixed,www.sanjuanjournal.com,Democrat,3,0,3,Democrat,1,0,1,87.5
high,Positive,non_local,Politics,www.sanjuanjournal.com,Democrat,3,0,3,Democrat,1,0,1,87.5
high,Positive,non_local,Mixed,www.sanjuanjournal.com,Democrat,3,0,3,Democrat,1,0,1,87.5
high,Positive,all,Politics,www.sandiegouniontribune.com,Democrat,192,61,253,Democrat,29,12,41,100
high,Positive,all,Mixed,www.sandiegouniontribune.com,Democrat,192,61,253,Democrat,66,22,88,100
high,Positive,all,Non Politics,www.sandiegouniontribune.com,Democrat,192,61,253,Democrat,44,9,53,100
high,Positive,local,Mixed,www.sandiegouniontribune.com,Democrat,192,61,253,Democrat,36,12,48,100
high,Positive,local,Politics,www.sandiegouniontribune.com,Democrat,192,61,253,Democrat,13,5,18,100
high,Positive,local,Non Politics,www.sandiegouniontribune.com,Democrat,192,61,253,Democrat,26,3,29,100
high,Positive,non_local,Politics,www.sandiegouniontribune.com,Democrat,192,61,253,Democrat,16,7,23,100
high,Positive,non_local,Mixed,www.sandiegouniontribune.com,Democrat,192,61,253,Democrat,30,10,40,100
high,Positive,non_local,Non Politics,www.sandiegouniontribune.com,Democrat,192,61,253,Democrat,18,6,24,100
high,Negative,all,Politics,www.sandiegouniontribune.com,Democrat,192,61,253,Democrat,17,2,19,100
high,Negative,all,Mixed,www.sandiegouniontribune.com,Democrat,192,61,253,Democrat,30,9,39,100
high,Negative,all,Non Politics,www.sandiegouniontribune.com,Democrat,192,61,253,Both,6,7,13,100
high,Negative,local,Mixed,www.sandiegouniontribune.com,Democrat,192,61,253,Democrat,15,2,17,100
high,Negative,local,Non Politics,www.sandiegouniontribune.com,Democrat,192,61,253,Democrat,5,2,7,100
high,Negative,local,Politics,www.sandiegouniontribune.com,Democrat,192,61,253,Democrat,8,1,9,100
high,Negative,non_local,Politics,www.sandiegouniontribune.com,Democrat,192,61,253,Democrat,9,1,10,100
high,Negative,non_local,Mixed,www.sandiegouniontribune.com,Democrat,192,61,253,Democrat,15,7,22,100
high,Negative,non_local,Non Politics,www.sandiegouniontribune.com,Democrat,192,61,253,Republican,1,5,6,100
high,Positive,all,Politics,www.salon.com,Democrat,136,5,141,Democrat,31,3,34,100
high,Positive,all,Mixed,www.salon.com,Democrat,136,5,141,Democrat,39,1,40,100
high,Positive,all,Non Politics,www.salon.com,Democrat,136,5,141,Democrat,1,0,1,100
high,Positive,local,Mixed,www.salon.com,Democrat,136,5,141,Democrat,4,1,5,100
high,Positive,local,Politics,www.salon.com,Democrat,136,5,141,Democrat,6,0,6,100
high,Positive,non_local,Politics,www.salon.com,Democrat,136,5,141,Democrat,25,3,28,100
high,Positive,non_local,Mixed,www.salon.com,Democrat,136,5,141,Democrat,35,0,35,100
high,Positive,non_local,Non Politics,www.salon.com,Democrat,136,5,141,Democrat,1,0,1,100
high,Negative,all,Politics,www.salon.com,Democrat,136,5,141,Democrat,31,0,31,100
high,Negative,all,Mixed,www.salon.com,Democrat,136,5,141,Democrat,34,1,35,100
high,Negative,local,Mixed,www.salon.com,Democrat,136,5,141,Democrat,5,0,5,100
high,Negative,local,Politics,www.salon.com,Democrat,136,5,141,Democrat,3,0,3,100
high,Negative,non_local,Politics,www.salon.com,Democrat,136,5,141,Democrat,28,0,28,100
high,Negative,non_local,Mixed,www.salon.com,Democrat,136,5,141,Democrat,29,1,30,100
low,Positive,all,Politics,www.salisburypost.com,Republican,1,36,37,Republican,0,4,4,72.5
low,Positive,all,Non Politics,www.salisburypost.com,Republican,1,36,37,Republican,0,7,7,72.5
low,Positive,all,Mixed,www.salisburypost.com,Republican,1,36,37,Republican,1,20,21,72.5
low,Positive,local,Non Politics,www.salisburypost.com,Republican,1,36,37,Republican,0,5,5,72.5
low,Positive,local,Politics,www.salisburypost.com,Republican,1,36,37,Republican,0,1,1,72.5
low,Positive,local,Mixed,www.salisburypost.com,Republican,1,36,37,Republican,1,11,12,72.5
low,Positive,non_local,Politics,www.salisburypost.com,Republican,1,36,37,Republican,0,3,3,72.5
low,Positive,non_local,Mixed,www.salisburypost.com,Republican,1,36,37,Republican,0,9,9,72.5
low,Positive,non_local,Non Politics,www.salisburypost.com,Republican,1,36,37,Republican,0,2,2,72.5
low,Negative,all,Politics,www.salisburypost.com,Republican,1,36,37,Republican,0,5,5,72.5
low,Negative,local,Politics,www.salisburypost.com,Republican,1,36,37,Republican,0,2,2,72.5
low,Negative,non_local,Politics,www.salisburypost.com,Republican,1,36,37,Republican,0,3,3,72.5
high,Negative,all,Mixed,www.salina.com,Republican,0,1,1,Republican,0,1,1,95
high,Negative,local,Mixed,www.salina.com,Republican,0,1,1,Republican,0,1,1,95
high,Positive,all,Politics,www.sacurrent.com,Democrat,4,2,6,Republican,0,1,1,87.5
high,Positive,non_local,Politics,www.sacurrent.com,Democrat,4,2,6,Republican,0,1,1,87.5
high,Negative,all,Politics,www.sacurrent.com,Democrat,4,2,6,Democrat,1,0,1,87.5
high,Negative,all,Mixed,www.sacurrent.com,Democrat,4,2,6,Democrat,3,1,4,87.5
high,Negative,local,Mixed,www.sacurrent.com,Democrat,4,2,6,Democrat,2,0,2,87.5
high,Negative,non_local,Politics,www.sacurrent.com,Democrat,4,2,6,Democrat,1,0,1,87.5
high,Negative,non_local,Mixed,www.sacurrent.com,Democrat,4,2,6,Both,1,1,2,87.5
high,Positive,all,Mixed,www.ruidosonews.com,Democrat,4,0,4,Democrat,1,0,1,95
high,Positive,local,Mixed,www.ruidosonews.com,Democrat,4,0,4,Democrat,1,0,1,95
high,Negative,all,Politics,www.ruidosonews.com,Democrat,4,0,4,Democrat,1,0,1,95
high,Negative,all,Mixed,www.ruidosonews.com,Democrat,4,0,4,Democrat,1,0,1,95
high,Negative,all,Non Politics,www.ruidosonews.com,Democrat,4,0,4,Democrat,1,0,1,95
high,Negative,local,Mixed,www.ruidosonews.com,Democrat,4,0,4,Democrat,1,0,1,95
high,Negative,local,Non Politics,www.ruidosonews.com,Democrat,4,0,4,Democrat,1,0,1,95
high,Negative,non_local,Politics,www.ruidosonews.com,Democrat,4,0,4,Democrat,1,0,1,95
low,Positive,all,Politics,www.rt.com,Republican,0,2,2,Republican,0,2,2,12.5
low,Positive,non_local,Politics,www.rt.com,Republican,0,2,2,Republican,0,2,2,12.5
high,Positive,all,Politics,www.rrstar.com,Democrat,17,0,17,Democrat,1,0,1,100
high,Positive,all,Mixed,www.rrstar.com,Democrat,17,0,17,Democrat,9,0,9,100
high,Positive,all,Non Politics,www.rrstar.com,Democrat,17,0,17,Democrat,5,0,5,100
high,Positive,local,Mixed,www.rrstar.com,Democrat,17,0,17,Democrat,9,0,9,100
high,Positive,local,Politics,www.rrstar.com,Democrat,17,0,17,Democrat,1,0,1,100
high,Positive,local,Non Politics,www.rrstar.com,Democrat,17,0,17,Democrat,4,0,4,100
high,Positive,non_local,Non Politics,www.rrstar.com,Democrat,17,0,17,Democrat,1,0,1,100
high,Negative,all,Mixed,www.rrstar.com,Democrat,17,0,17,Democrat,2,0,2,100
high,Negative,local,Mixed,www.rrstar.com,Democrat,17,0,17,Democrat,1,0,1,100
high,Negative,non_local,Mixed,www.rrstar.com,Democrat,17,0,17,Democrat,1,0,1,100
high,Positive,all,Politics,www.romper.com,Democrat,3,0,3,Democrat,1,0,1,100
high,Positive,all,Mixed,www.romper.com,Democrat,3,0,3,Democrat,2,0,2,100
high,Positive,non_local,Politics,www.romper.com,Democrat,3,0,3,Democrat,1,0,1,100
high,Positive,non_local,Mixed,www.romper.com,Democrat,3,0,3,Democrat,2,0,2,100
low,Positive,all,Politics,www.rollingstone.com,Democrat,95,5,100,Democrat,19,0,19,77.5
low,Positive,all,Non Politics,www.rollingstone.com,Democrat,95,5,100,Democrat,10,2,12,77.5
low,Positive,all,Mixed,www.rollingstone.com,Democrat,95,5,100,Democrat,33,2,35,77.5
low,Positive,local,Non Politics,www.rollingstone.com,Democrat,95,5,100,Democrat,1,0,1,77.5
low,Positive,local,Politics,www.rollingstone.com,Democrat,95,5,100,Democrat,2,0,2,77.5
low,Positive,local,Mixed,www.rollingstone.com,Democrat,95,5,100,Democrat,10,0,10,77.5
low,Positive,non_local,Politics,www.rollingstone.com,Democrat,95,5,100,Democrat,17,0,17,77.5
low,Positive,non_local,Mixed,www.rollingstone.com,Democrat,95,5,100,Democrat,23,2,25,77.5
low,Positive,non_local,Non Politics,www.rollingstone.com,Democrat,95,5,100,Democrat,9,2,11,77.5
low,Negative,all,Mixed,www.rollingstone.com,Democrat,95,5,100,Democrat,15,0,15,77.5
low,Negative,all,Politics,www.rollingstone.com,Democrat,95,5,100,Democrat,17,0,17,77.5
low,Negative,all,Non Politics,www.rollingstone.com,Democrat,95,5,100,Both,1,1,2,77.5
low,Negative,local,Mixed,www.rollingstone.com,Democrat,95,5,100,Democrat,4,0,4,77.5
low,Negative,local,Politics,www.rollingstone.com,Democrat,95,5,100,Democrat,3,0,3,77.5
low,Negative,non_local,Mixed,www.rollingstone.com,Democrat,95,5,100,Democrat,11,0,11,77.5
low,Negative,non_local,Politics,www.rollingstone.com,Democrat,95,5,100,Democrat,14,0,14,77.5
low,Negative,non_local,Non Politics,www.rollingstone.com,Democrat,95,5,100,Both,1,1,2,77.5
high,Positive,all,Politics,www.rollcall.com,Democrat,511,270,781,Democrat,183,105,288,100
high,Positive,all,Mixed,www.rollcall.com,Democrat,511,270,781,Democrat,147,66,213,100
high,Positive,all,Non Politics,www.rollcall.com,Democrat,511,270,781,Both,15,12,27,100
high,Positive,local,Mixed,www.rollcall.com,Democrat,511,270,781,Democrat,31,18,49,100
high,Positive,local,Politics,www.rollcall.com,Democrat,511,270,781,Democrat,35,17,52,100
high,Positive,local,Non Politics,www.rollcall.com,Democrat,511,270,781,Democrat,7,2,9,100
high,Positive,non_local,Politics,www.rollcall.com,Democrat,511,270,781,Democrat,148,88,236,100
high,Positive,non_local,Mixed,www.rollcall.com,Democrat,511,270,781,Democrat,116,48,164,100
high,Positive,non_local,Non Politics,www.rollcall.com,Democrat,511,270,781,Both,8,10,18,100
high,Negative,all,Politics,www.rollcall.com,Democrat,511,270,781,Democrat,84,48,132,100
high,Negative,all,Mixed,www.rollcall.com,Democrat,511,270,781,Democrat,78,37,115,100
high,Negative,all,Non Politics,www.rollcall.com,Democrat,511,270,781,Democrat,4,2,6,100
high,Negative,local,Mixed,www.rollcall.com,Democrat,511,270,781,Democrat,19,7,26,100
high,Negative,local,Politics,www.rollcall.com,Democrat,511,270,781,Both,15,13,28,100
high,Negative,non_local,Politics,www.rollcall.com,Democrat,511,270,781,Democrat,69,35,104,100
high,Negative,non_local,Mixed,www.rollcall.com,Democrat,511,270,781,Democrat,59,30,89,100
high,Negative,non_local,Non Politics,www.rollcall.com,Democrat,511,270,781,Democrat,4,2,6,100
low,Positive,all,Mixed,www.roanoke-chowannewsherald.com,Democrat,1,0,1,Democrat,1,0,1,72.5
low,Positive,non_local,Mixed,www.roanoke-chowannewsherald.com,Democrat,1,0,1,Democrat,1,0,1,72.5
high,Positive,all,Politics,www.roanoke.com,Both,8,10,18,Both,3,3,6,92.5
high,Positive,all,Mixed,www.roanoke.com,Both,8,10,18,Republican,3,6,9,92.5
high,Positive,all,Non Politics,www.roanoke.com,Both,8,10,18,Both,1,1,2,92.5
high,Positive,local,Mixed,www.roanoke.com,Both,8,10,18,Both,2,3,5,92.5
